mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_iter,param_n_iter_no_change,param_validation_fraction,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.3563079833984375,0.02803034462115256,0.016089677810668945,0.0036192395624556014,50,15,0.03,"{'max_iter': 50, 'n_iter_no_change': 15, 'validation_fraction': 0.03}",0.9914101393508554,0.990469800122196,0.9898588199354108,0.990554355415903,0.9839454045561666,0.9892477038761065,0.002696843546807471,154,0.9993213414833726,0.9992265972869421,0.9991938967097769,0.9993662560019185,0.999439491669528,0.9993095166303076,8.999586411479528e-05
0.3488800048828125,0.033484846340391033,0.017246818542480467,0.0032288374718512257,50,15,0.05,"{'max_iter': 50, 'n_iter_no_change': 15, 'validation_fraction': 0.05}",0.9929998478227788,0.9907943833464258,0.9895860609234529,0.9899351924587588,0.9843463603037444,0.9895323689710323,0.0028522245828900947,118,0.9993919178777166,0.9993086893608673,0.9990046761825347,0.9991397363788471,0.9994219491724029,0.9992533937944736,0.00015838932751007314
0.3797252655029297,0.04620553861790908,0.016350650787353517,0.0019106132320965638,50,15,0.08,"{'max_iter': 50, 'n_iter_no_change': 15, 'validation_fraction': 0.08}",0.9915595991217201,0.9890514532600156,0.9889068909836781,0.9896842541677577,0.9826634371999651,0.9883731269466273,0.0030072661056332675,217,0.999215647366239,0.9982230983251855,0.9984227080982979,0.9984044843391486,0.999231366121112,0.9986994608499966,0.0004335657319392337
0.34552488327026365,0.028696812712458324,0.015577888488769532,0.0027667075269213162,50,15,0.1,"{'max_iter': 50, 'n_iter_no_change': 15, 'validation_fraction': 0.1}",0.9917226461444814,0.9888414288208083,0.9881486209304355,0.9886477699223182,0.9832989656978267,0.9881318863031741,0.0027210492224918575,220,0.9991290463799423,0.9979742673708191,0.9983249469978145,0.9985882547701967,0.9991548944588872,0.9986342819955321,0.0004580949867006863
0.31945109367370605,0.016134849853279714,0.012181568145751952,0.0011742617688336105,50,15,0.15,"{'max_iter': 50, 'n_iter_no_change': 15, 'validation_fraction': 0.15}",0.9913639426944065,0.9886532251025575,0.9875294579732914,0.9892423845683861,0.9817824255913415,0.9877142871859966,0.0032173845019612154,223,0.9985792664964651,0.9978872361472181,0.998310981126317,0.9976160938615566,0.9977695481325244,0.9980326251528162,0.0003578112923658772
0.2997264385223389,0.030905543184167425,0.013778400421142579,0.002854354654781064,50,15,0.2,"{'max_iter': 50, 'n_iter_no_change': 15, 'validation_fraction': 0.2}",0.9918096045566208,0.9884213799423932,0.9863429562712752,0.9896406127258446,0.9807377585755432,0.9873904624143354,0.003768567954387804,226,0.9985402278628787,0.997681495015887,0.9974357297406299,0.9973098665816452,0.9977692075015123,0.9977473053405106,0.00042941095751292797
0.3364405632019043,0.028612112511418566,0.015164375305175781,0.003322697413206767,50,15,0.3,"{'max_iter': 50, 'n_iter_no_change': 15, 'validation_fraction': 0.3}",0.9900486967107981,0.9883422798289255,0.9877312996421402,0.9890678188007331,0.981165990224317,0.9872712170413827,0.0031488034926909388,229,0.9975063007331764,0.9971361447654551,0.9969460726606825,0.9958843257958503,0.9966330327605284,0.9968211753431385,0.000547226933299886
0.33921384811401367,0.04484671543572668,0.017364311218261718,0.004215465593044633,50,20,0.03,"{'max_iter': 50, 'n_iter_no_change': 20, 'validation_fraction': 0.03}",0.9914101393508554,0.990469800122196,0.9898588199354108,0.990554355415903,0.9839454045561666,0.9892477038761065,0.002696843546807471,154,0.9993213414833726,0.9992265972869421,0.9991938967097769,0.9993662560019185,0.999439491669528,0.9993095166303076,8.999586411479528e-05
0.2976398468017578,0.016638350646489598,0.014560461044311523,0.0015963749841917437,50,20,0.05,"{'max_iter': 50, 'n_iter_no_change': 20, 'validation_fraction': 0.05}",0.9929998478227788,0.9907943833464258,0.9895860609234529,0.9899351924587588,0.9843463603037444,0.9895323689710323,0.0028522245828900947,118,0.9993919178777166,0.9993086893608673,0.9990046761825347,0.9991397363788471,0.9994219491724029,0.9992533937944736,0.00015838932751007314
0.3049312114715576,0.02090396142823092,0.01473231315612793,0.002169343640785757,50,20,0.08,"{'max_iter': 50, 'n_iter_no_change': 20, 'validation_fraction': 0.08}",0.9915595991217201,0.9890514532600156,0.9889068909836781,0.9896842541677577,0.9826634371999651,0.9883731269466273,0.0030072661056332675,217,0.999215647366239,0.9982230983251855,0.9984227080982979,0.9984044843391486,0.999231366121112,0.9986994608499966,0.0004335657319392337
0.32697081565856934,0.03682870118713019,0.01558079719543457,0.0010233877223065051,50,20,0.1,"{'max_iter': 50, 'n_iter_no_change': 20, 'validation_fraction': 0.1}",0.9917226461444814,0.9888414288208083,0.9881486209304355,0.9886477699223182,0.9832989656978267,0.9881318863031741,0.0027210492224918575,220,0.9991290463799423,0.9979742673708191,0.9983249469978145,0.9985882547701967,0.9991548944588872,0.9986342819955321,0.0004580949867006863
0.3789703845977783,0.03546485283111128,0.01642017364501953,0.001329053392577943,50,20,0.15,"{'max_iter': 50, 'n_iter_no_change': 20, 'validation_fraction': 0.15}",0.9913639426944065,0.9886532251025575,0.9875294579732914,0.9892423845683861,0.9817824255913415,0.9877142871859966,0.0032173845019612154,223,0.9985792664964651,0.9978872361472181,0.998310981126317,0.9976160938615566,0.9977695481325244,0.9980326251528162,0.0003578112923658772
0.29488358497619627,0.01403341544000842,0.015753793716430663,0.002829094515722065,50,20,0.2,"{'max_iter': 50, 'n_iter_no_change': 20, 'validation_fraction': 0.2}",0.9918096045566208,0.9884213799423932,0.9863429562712752,0.9896406127258446,0.9807377585755432,0.9873904624143354,0.003768567954387804,226,0.9985402278628787,0.997681495015887,0.9974357297406299,0.9973098665816452,0.9977692075015123,0.9977473053405106,0.00042941095751292797
0.29266014099121096,0.02687132794532499,0.012686586380004883,0.0013490764959299393,50,20,0.3,"{'max_iter': 50, 'n_iter_no_change': 20, 'validation_fraction': 0.3}",0.9900486967107981,0.9883422798289255,0.9877312996421402,0.9890678188007331,0.981165990224317,0.9872712170413827,0.0031488034926909388,229,0.9975063007331764,0.9971361447654551,0.9969460726606825,0.9958843257958503,0.9966330327605284,0.9968211753431385,0.000547226933299886
0.34723238945007323,0.03375385218441928,0.016786909103393553,0.004993180584938046,50,25,0.03,"{'max_iter': 50, 'n_iter_no_change': 25, 'validation_fraction': 0.03}",0.9914101393508554,0.990469800122196,0.9898588199354108,0.990554355415903,0.9839454045561666,0.9892477038761065,0.002696843546807471,154,0.9993213414833726,0.9992265972869421,0.9991938967097769,0.9993662560019185,0.999439491669528,0.9993095166303076,8.999586411479528e-05
0.3422720909118652,0.03585114151222851,0.012663507461547851,0.0011655271714002978,50,25,0.05,"{'max_iter': 50, 'n_iter_no_change': 25, 'validation_fraction': 0.05}",0.9929998478227788,0.9907943833464258,0.9895860609234529,0.9899351924587588,0.9843463603037444,0.9895323689710323,0.0028522245828900947,118,0.9993919178777166,0.9993086893608673,0.9990046761825347,0.9991397363788471,0.9994219491724029,0.9992533937944736,0.00015838932751007314
0.3127289772033691,0.040536559561729496,0.011286211013793946,0.0011264579075126215,50,25,0.08,"{'max_iter': 50, 'n_iter_no_change': 25, 'validation_fraction': 0.08}",0.9915595991217201,0.9890514532600156,0.9889068909836781,0.9896842541677577,0.9826634371999651,0.9883731269466273,0.0030072661056332675,217,0.999215647366239,0.9982230983251855,0.9984227080982979,0.9984044843391486,0.999231366121112,0.9986994608499966,0.0004335657319392337
0.32303452491760254,0.03658845161690845,0.013618040084838866,0.003216292631441512,50,25,0.1,"{'max_iter': 50, 'n_iter_no_change': 25, 'validation_fraction': 0.1}",0.9917226461444814,0.9888414288208083,0.9881486209304355,0.9886477699223182,0.9832989656978267,0.9881318863031741,0.0027210492224918575,220,0.9991290463799423,0.9979742673708191,0.9983249469978145,0.9985882547701967,0.9991548944588872,0.9986342819955321,0.0004580949867006863
0.3345934867858887,0.04737388189890439,0.015449953079223634,0.0014209046394547274,50,25,0.15,"{'max_iter': 50, 'n_iter_no_change': 25, 'validation_fraction': 0.15}",0.9913639426944065,0.9886532251025575,0.9875294579732914,0.9892423845683861,0.9817824255913415,0.9877142871859966,0.0032173845019612154,223,0.9985792664964651,0.9978872361472181,0.998310981126317,0.9976160938615566,0.9977695481325244,0.9980326251528162,0.0003578112923658772
0.3345009803771973,0.03876808363533615,0.014667892456054687,0.0073997863042507776,50,25,0.2,"{'max_iter': 50, 'n_iter_no_change': 25, 'validation_fraction': 0.2}",0.9918096045566208,0.9884213799423932,0.9863429562712752,0.9896406127258446,0.9807377585755432,0.9873904624143354,0.003768567954387804,226,0.9985402278628787,0.997681495015887,0.9974357297406299,0.9973098665816452,0.9977692075015123,0.9977473053405106,0.00042941095751292797
0.33748974800109866,0.04764500284154628,0.013848972320556641,0.002481129903371475,50,25,0.3,"{'max_iter': 50, 'n_iter_no_change': 25, 'validation_fraction': 0.3}",0.9900486967107981,0.9883422798289255,0.9877312996421402,0.9890678188007331,0.981165990224317,0.9872712170413827,0.0031488034926909388,229,0.9975063007331764,0.9971361447654551,0.9969460726606825,0.9958843257958503,0.9966330327605284,0.9968211753431385,0.000547226933299886
0.5702750205993652,0.05774912891858269,0.022617816925048828,0.0043677651409087075,100,15,0.03,"{'max_iter': 100, 'n_iter_no_change': 15, 'validation_fraction': 0.03}",0.9917878649535861,0.9911844287335254,0.9906743693811644,0.9916753949550494,0.9842999912717116,0.9899244098590074,0.0028398093242401347,90,0.9999669279698001,0.9998782244131609,0.9998828229318247,0.9999654259522681,0.9999020685840104,0.9999190939702128,3.926962381384438e-05
0.5526299476623535,0.058220844057593535,0.024641704559326173,0.006443301217333599,100,15,0.05,"{'max_iter': 100, 'n_iter_no_change': 15, 'validation_fraction': 0.05}",0.9931873518989544,0.9914844636466789,0.9911980666841232,0.9906170899886533,0.9856310552500656,0.9904236054936952,0.0025443851295084137,30,0.9999497100571703,0.9999163750865203,0.9997871056174141,0.9998051590610574,0.9999214845517024,0.9998759668747731,6.641206062504611e-05
0.6889216423034668,0.06715761154096332,0.024889659881591798,0.0036601901408276345,100,15,0.08,"{'max_iter': 100, 'n_iter_no_change': 15, 'validation_fraction': 0.08}",0.9916384051827214,0.991380815222135,0.9904479794012395,0.9913453565505804,0.9852601029938028,0.9900145318700957,0.002411110108049271,83,0.9998351512721481,0.999320611446292,0.9993255505959678,0.999146719314596,0.9997581519813825,0.9994772369220772,0.00026973992013780727
0.6379769802093506,0.09083362736680302,0.023702192306518554,0.0028382987954310166,100,15,0.1,"{'max_iter': 100, 'n_iter_no_change': 15, 'validation_fraction': 0.1}",0.9914970977629948,0.9905543554159029,0.9892996639608973,0.989836999214454,0.9830725757179017,0.9888521384144301,0.0029821779809035285,195,0.9997250248210702,0.9987233149665091,0.9991160625235036,0.9993686404190034,0.9997317530779417,0.9993329591616057,0.0003828146855600899
0.5777271270751954,0.025503454417866476,0.018716192245483397,0.0012368860623579022,100,15,0.15,"{'max_iter': 100, 'n_iter_no_change': 15, 'validation_fraction': 0.15}",0.9919862388312789,0.990224317011434,0.989676071397399,0.9908980317709697,0.9844172776468535,0.989440387331587,0.002627082442438112,132,0.9995317068713451,0.999030393823951,0.9989457470174349,0.9988156259707983,0.9984591556165966,0.9989565258600251,0.000347458139394505
0.6358122825622559,0.06676877148342748,0.022286272048950194,0.003458202687999309,100,15,0.2,"{'max_iter': 100, 'n_iter_no_change': 15, 'validation_fraction': 0.2}",0.9921954825104894,0.9910098629658725,0.9893351226324517,0.9915281050885921,0.9823306712053766,0.9892798488805564,0.0036011845197163835,153,0.9993129882386314,0.9989138980178001,0.9984787418997946,0.9982258233732826,0.9984378661783381,0.9986738635415694,0.00039002669937156296
0.5487937927246094,0.08296225583543956,0.02178788185119629,0.004277932352211141,100,15,0.3,"{'max_iter': 100, 'n_iter_no_change': 15, 'validation_fraction': 0.3}",0.9908775190765018,0.9896787989875186,0.9891387361438422,0.9908107488871433,0.9832335035349569,0.9887478613259926,0.002836142349202065,216,0.9984343632713625,0.9976874560585994,0.9979553623496455,0.9969705980935564,0.9978204724688391,0.9977736504484005,0.0004741467090537084
0.6528688430786133,0.08751002248380173,0.02398653030395508,0.0036719299411065646,100,20,0.03,"{'max_iter': 100, 'n_iter_no_change': 20, 'validation_fraction': 0.03}",0.9917878649535861,0.9912526184865148,0.9906743693811644,0.9916753949550494,0.9844227328270927,0.9899625961206816,0.0027973612691150943,88,0.9999669279698001,0.9998816307232823,0.9998828229318247,0.9999654259522681,0.9999143313004474,0.9999222277755246,3.7755546661797156e-05
0.49796104431152344,0.018198009203119817,0.01976642608642578,0.0024894967724153464,100,20,0.05,"{'max_iter': 100, 'n_iter_no_change': 20, 'validation_fraction': 0.05}",0.9932933324637492,0.9914844636466789,0.9911980666841232,0.9906170899886533,0.9856310552500656,0.990444801606654,0.0025676553799280476,28,0.9999611318407959,0.9999163750865203,0.9997871056174141,0.9998051590610574,0.9999214845517024,0.9998782512314982,6.905321432301375e-05
0.48993830680847167,0.020740400647952267,0.01909470558166504,0.0024486614575361687,100,20,0.08,"{'max_iter': 100, 'n_iter_no_change': 20, 'validation_fraction': 0.08}",0.9916628622361355,0.991380815222135,0.9903825172383696,0.9913453565505804,0.9852601029938028,0.9900063308482047,0.0024122391428316806,85,0.9998446978375666,0.999320611446292,0.9993592730661696,0.999146719314596,0.9997581519813825,0.9994858907292012,0.0002687955553534067
0.6117584705352783,0.1278240469030051,0.023685264587402343,0.006168157266798905,100,20,0.1,"{'max_iter': 100, 'n_iter_no_change': 20, 'validation_fraction': 0.1}",0.9914970977629948,0.990753469494632,0.9892996639608973,0.989836999214454,0.9830725757179017,0.9888919612301759,0.0030058780887487293,185,0.9997250248210702,0.9987827550781271,0.9991160625235036,0.9993686404190034,0.9997317530779417,0.9993448471839292,0.0003641667971932987
0.5819192886352539,0.0863666727216617,0.024892711639404298,0.003006022293126737,100,20,0.15,"{'max_iter': 100, 'n_iter_no_change': 20, 'validation_fraction': 0.15}",0.9919862388312789,0.990224317011434,0.989676071397399,0.9908980317709697,0.9847145849698874,0.9894998487961937,0.002513631218971831,122,0.9995317068713451,0.999030393823951,0.9989457470174349,0.9988156259707983,0.9984642650817787,0.9989575477530617,0.00034599829091549826
0.6150019645690918,0.13097243239729472,0.03498201370239258,0.01827240316342681,100,20,0.2,"{'max_iter': 100, 'n_iter_no_change': 20, 'validation_fraction': 0.2}",0.9921954825104894,0.9910098629658725,0.9893351226324517,0.991631753513136,0.9822406607314306,0.9892825764706761,0.0036490686863319124,151,0.9993129882386314,0.9989138980178001,0.9984787418997946,0.9982540957472901,0.9984462116381354,0.9986811871083304,0.000382604652445186
0.574568510055542,0.07411369252174314,0.02630476951599121,0.006162232981475292,100,20,0.3,"{'max_iter': 100, 'n_iter_no_change': 20, 'validation_fraction': 0.3}",0.9908775190765018,0.9898097233132583,0.9891387361438422,0.9909525835733612,0.9831898620930436,0.9887936848400015,0.002882964891456575,206,0.9984343632713625,0.9977153878015946,0.9979553623496455,0.9970225443229074,0.9978151926881509,0.9977885700867322,0.00045557181143927893
0.6045582294464111,0.035646767539550796,0.023518133163452148,0.004283930958035028,100,25,0.03,"{'max_iter': 100, 'n_iter_no_change': 25, 'validation_fraction': 0.03}",0.9917878649535861,0.9912853495679497,0.9906743693811644,0.9916753949550494,0.9842781705507551,0.9899402298817008,0.0028576835665547703,89,0.9999669279698001,0.9998986622738891,0.9998828229318247,0.9999654259522681,0.9999235283377752,0.9999274734931115,3.41653863251658e-05
0.6744345664978028,0.07389904414696784,0.023009014129638673,0.003150350397038824,100,25,0.05,"{'max_iter': 100, 'n_iter_no_change': 25, 'validation_fraction': 0.05}",0.9932743103110937,0.9914844636466789,0.9911980666841232,0.9906170899886533,0.9856310552500656,0.9904409971761229,0.00256344260113565,29,0.9999635184821506,0.9999163750865203,0.9997871056174141,0.9998051590610574,0.9999214845517024,0.999878728559769,6.963031159856184e-05
